,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
278,0.527,2018-06-26 10:40:06+00:00,0.841,0.0,0.159,The conservative bloc under Chief Justice John Roberts has made it plain that concerns about race discrimination si… https://t.co/JqIJzsEi4B,79,@cnn
279,0.361,2018-06-26 10:28:14+00:00,0.884,0.0,0.116,One of Canada's biggest music festivals is on pause because of a small bird and her nest of four eggs… https://t.co/aHFGwq2GSw,80,@cnn
280,0.0,2018-06-26 10:16:33+00:00,1.0,0.0,0.0,McDonald's and Starbucks are among dozens of companies caught in a crackdown on plastics in India https://t.co/NgmApTcL9a,81,@cnn
281,-0.296,2018-06-26 10:04:55+00:00,0.891,0.109,0.0,Rescuers continue to search a partially flooded cave complex where 12 missing boys and their soccer coach are thoug… https://t.co/0GR0RgN39v,82,@cnn
282,0.0,2018-06-26 09:53:35+00:00,1.0,0.0,0.0,The US is cracking down on North Korea's army of overseas workers https://t.co/ByceUDIdz2 https://t.co/5hFv9gPGxt,83,@cnn
283,0.0,2018-06-26 09:42:19+00:00,1.0,0.0,0.0,The oil and gas industry is coming for Colorado's sand dunes https://t.co/mirY5GEYgq via @CNNOpinion https://t.co/YJe3gTvoyj,84,@cnn
284,-0.402,2018-06-26 09:31:10+00:00,0.876,0.124,0.0,"Her doctor said it was all in her head. It wasn't. 

It was POTS: a little-known disorder causing heart palpitation… https://t.co/Oa7A4y3V7i",85,@cnn
285,0.0,2018-06-26 09:20:08+00:00,1.0,0.0,0.0,"More than 8,000 acres burned by wildfires in Northern California https://t.co/1pn4MaJvuN https://t.co/nMFaIr9dFq",86,@cnn
286,-0.718,2018-06-26 08:51:49+00:00,0.625,0.375,0.0,A child fired a loaded gun he found in a couch at IKEA https://t.co/ebreAtWIEA https://t.co/6b1tINtget,87,@cnn
287,-0.459,2018-06-26 08:26:42+00:00,0.777,0.16,0.063,Nigeria has overtaken India as the country with the largest number of people living in extreme poverty https://t.co/AMMCaPdEIm,88,@cnn
288,-0.765,2018-06-26 08:02:17+00:00,0.625,0.375,0.0,Entire police force of Mexico town detained after mayoral candidate's assassination https://t.co/JrTKDzfpDv https://t.co/g8gAqO8ptJ,89,@cnn
289,-0.459,2018-06-26 07:38:23+00:00,0.87,0.13,0.0,A Latino man and his mother who were doing yard work in California were verbally attacked by a woman who called the… https://t.co/bc4ILulfwQ,90,@cnn
290,0.0,2018-06-26 07:30:07+00:00,1.0,0.0,0.0,"The elaborate customized cars of Japan's ""lowriding"" subculture https://t.co/bxOLz1u9xc https://t.co/oT5YVsK4xI",91,@cnn
291,-0.494,2018-06-26 07:27:02+00:00,0.758,0.242,0.0,Doctor in Spain faces court over Franco-era 'stolen babies' https://t.co/ZxQ3pS3Jx8 https://t.co/VSOT6VMfEa,92,@cnn
292,0.0,2018-06-26 07:15:25+00:00,1.0,0.0,0.0,Heathrow gets go ahead to become world's biggest airport https://t.co/prm8lcOYC5 via @CNNTravel https://t.co/q0uBmd41m4,93,@cnn
293,0.402,2018-06-26 07:00:05+00:00,0.69,0.0,0.31,FDA approves first cannabis-based drug https://t.co/JrR4eQ9qSI https://t.co/R7HKTtCfGN,94,@cnn
294,-0.526,2018-06-26 06:48:06+00:00,0.78,0.22,0.0,"India is the most dangerous country to be a woman, survey shows https://t.co/Yuy1gi5dBQ https://t.co/atzm7Lv24N",95,@cnn
295,-0.459,2018-06-26 06:30:04+00:00,0.786,0.214,0.0,Occupy ICE encampment faces eviction from federal grounds in Portland https://t.co/P3sTFvui6T https://t.co/ifw8iYEAaC,96,@cnn
296,-0.718,2018-06-26 06:21:14+00:00,0.625,0.375,0.0,A child fired a loaded gun he found in a couch at IKEA https://t.co/2cSFL63diP https://t.co/sEG5OwogkZ,97,@cnn
297,0.586,2018-06-26 06:18:06+00:00,0.676,0.0,0.324,"$10 million worth of pot found, thanks to police dog https://t.co/5rnXVM6FE0 https://t.co/YpXVPNHrYD",98,@cnn
298,0.0,2018-06-26 06:00:09+00:00,1.0,0.0,0.0,Medical marijuana may soon be for sale in Arkansas. Is Oklahoma next?https://t.co/9lf51TM4Ye https://t.co/X2smkf92gK,99,@cnn
299,-0.276,2018-06-26 05:30:11+00:00,0.826,0.174,0.0,Why markets don't like US investment restrictions on China https://t.co/Kw0T90wxF2 https://t.co/S07Ycc39pz,100,@cnn
300,0.402,2018-06-27 00:03:25+00:00,0.816,0.0,0.184,".@NickFoles: ""Once we executed it, the 'Philly Special' came to life."" #TheStory https://t.co/hyiojJeofr",1,@foxnews
301,0.0,2018-06-27 00:02:00+00:00,1.0,0.0,0.0,Polls close in South Carolina as Gov. McMaster faces a runoff. https://t.co/Eirz4O4afo,2,@foxnews
302,0.904,2018-06-26 23:59:59+00:00,0.588,0.0,0.412,".@NickFoles on @Eagles Super Bowl win: ""Preparing for the game with my teammates I was really confident. We played… https://t.co/S8kwFEsxYn",3,@foxnews
303,-0.382,2018-06-26 23:54:27+00:00,0.867,0.133,0.0,".@LindseyGrahamSC: ""I think @JohnBrennan has shown a dislike for the president that questions whether or not he act… https://t.co/7v4xtYwPWd",4,@foxnews
304,0.0,2018-06-26 23:48:12+00:00,1.0,0.0,0.0,".@LindseyGrahamSC: ""The person in charge of the #Clinton email investigation, Mr. Strzok, and Ms. Page were in the… https://t.co/SyvwP95VM3",5,@foxnews
305,0.039,2018-06-26 23:43:43+00:00,0.733,0.11,0.157,"Mike German: ""Let's focus on those very few people who are actually posing a problem and not impose a hardship on t… https://t.co/FQsg77A1Ea",6,@foxnews
306,-0.557,2018-06-26 23:37:03+00:00,0.825,0.175,0.0,".@MorriseyWV on travel ban: ""This is the right decision. President @realDonaldTrump has stood up for national secur… https://t.co/gDUzlhW6yh",7,@foxnews
307,0.681,2018-06-26 23:27:28+00:00,0.752,0.0,0.248,".@RepAndyBiggsAZ: ""I'm all for passion. I'm all for commitment to your principles and debate and discourse, and som… https://t.co/DxBzQWWlAN",8,@foxnews
308,0.0,2018-06-26 23:20:54+00:00,1.0,0.0,0.0,"Senator @ChrisCoons: ""I do think that [@RepMaxineWaters] should be saying, 'That wasn't an appropriate statement an… https://t.co/l2XxNlJk4x",9,@foxnews
309,0.0,2018-06-26 23:11:40+00:00,1.0,0.0,0.0,"Senator @ChrisCoons: ""It's a little bit harder to throw a punch at someone on the floor if you start the day holdin… https://t.co/eKLiCdLOFJ",10,@foxnews
310,0.0,2018-06-26 23:05:00+00:00,1.0,0.0,0.0,"Two Detroit @Tigers stars and Cuba natives, Leonys Martin and Jose Iglesias, were among a group of people who were… https://t.co/97LOYAvsYK",11,@foxnews
311,0.382,2018-06-26 23:01:43+00:00,0.728,0.097,0.175,Demonstrators protest the U.S. Supreme Court’s decision to uphold the latest version of President Trump's controver… https://t.co/EmE6fuVhZn,12,@foxnews
312,0.0,2018-06-26 22:51:41+00:00,1.0,0.0,0.0,A preview of the GOP Senate primary race in Utah ahead of the polls closing. #SpecialReport https://t.co/OKSHweINSH,13,@foxnews
313,0.0,2018-06-26 22:36:24+00:00,1.0,0.0,0.0,'Naked' passenger jumped off plane onto tarmac at Atlanta airport. https://t.co/KvIjo0oHcA,14,@foxnews
314,0.0,2018-06-26 22:19:20+00:00,1.0,0.0,0.0,"'The Red Hen' restaurant that kicked out @PressSec Sarah Sanders on Friday will remain closed until next week, and… https://t.co/mDkrhiQkmA",15,@foxnews
315,0.128,2018-06-26 22:06:36+00:00,0.677,0.143,0.18,"Police officer slashed, security guard shot during rampage in Japan. https://t.co/7UoVVosp6E",16,@foxnews
316,0.542,2018-06-26 22:00:11+00:00,0.667,0.0,0.333,.@GregGutfeld on starting a new peace movement. #TheFive https://t.co/Z7E4rUTiVa,17,@foxnews
317,-0.765,2018-06-26 21:58:53+00:00,0.708,0.292,0.0,"NTSB: Tesla was going 116 mph at time of fatal Florida accident, battery pack reignited twice afterwards. https://t.co/rkKHQsxsJz",18,@foxnews
318,0.226,2018-06-26 21:52:18+00:00,0.547,0.179,0.274,"Chicago bar apologizes for 'MAGA' hats, face tattoos ban, says 'everyone is welcome' https://t.co/87Q9qksMos",19,@foxnews
319,-0.572,2018-06-26 21:42:25+00:00,0.764,0.236,0.0,.@BritHume: Maxine Waters contributes to the poisonous atmosphere in Washington. (via @foxnewsopinion) https://t.co/AKcMlVLFyP,20,@foxnews
320,0.0,2018-06-26 21:34:51+00:00,1.0,0.0,0.0,"Woman allegedly had boyfriend punch her in stomach to terminate pregnancy, police say. https://t.co/4GEqYFXP5W",21,@foxnews
321,-0.226,2018-06-26 21:31:29+00:00,0.65,0.211,0.138,Spirit Airlines passenger has erratic outburst during emergency landing. https://t.co/uZhdQiMKpW,22,@foxnews
322,-0.318,2018-06-26 21:22:38+00:00,0.796,0.204,0.0,Massachusetts police release lost Rottweiler after family ‘posts bail’ https://t.co/7HxyIEmky4,23,@foxnews
323,0.0,2018-06-26 21:17:00+00:00,1.0,0.0,0.0,"A new supervolcano is brewing under Massachusetts, Vermont and New Hampshire. https://t.co/ZSWkWXFvYY",24,@foxnews
324,-0.494,2018-06-26 21:12:27+00:00,0.714,0.286,0.0,"Texas hospital blast, collapse reported amid construction expansion https://t.co/AjVitRyzeo",25,@foxnews
325,-0.735,2018-06-26 21:08:50+00:00,0.763,0.237,0.0,".@TheJuanWilliams: ""I do think that we are out of control in terms of the mockery, the bullying, the kind of attitu… https://t.co/salb5FIwbf",26,@foxnews
326,0.557,2018-06-26 21:06:43+00:00,0.825,0.0,0.175,"At a meeting with members of Congress, @POTUS talked about the Supreme Court ruling upholding the travel ban.… https://t.co/m1Qj4rWjTN",27,@foxnews
327,0.0,2018-06-26 21:02:16+00:00,1.0,0.0,0.0,.@cvpayne: Harley-Davidson Using Trump's Tariffs as 'Cover' for Moving Production Overseas https://t.co/l7kvNIcqwF,28,@foxnews
328,-0.226,2018-06-26 21:00:39+00:00,0.819,0.117,0.064,North Dakota mayor moves to abolish town government to prevent white supremacists from taking over. https://t.co/5xoICCaPxI,29,@foxnews
329,0.0,2018-06-26 20:35:05+00:00,1.0,0.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/jeTfhRQeLY,30,@foxnews
330,0.272,2018-06-26 20:25:14+00:00,0.851,0.0,0.149,.@shelbyholliday: “I think politically this is an extremely important decision.” https://t.co/YJoYrCncJe #Cavuto https://t.co/r5fq1iFewi,31,@foxnews
331,-0.511,2018-06-26 20:18:40+00:00,0.798,0.202,0.0,.@Theonlyhonest: “I think the court here failed to look at intent.” https://t.co/YJoYrCncJe #Cavuto https://t.co/29ALvyHVg0,32,@foxnews
332,0.0,2018-06-26 20:12:54+00:00,0.581,0.209,0.209,.@Judgenap reacts to the Supreme Court travel ban ruling https://t.co/YJoYrCncJe #Cavuto https://t.co/z5sqrWWGnv,33,@foxnews
333,0.743,2018-06-26 20:04:46+00:00,0.717,0.0,0.283,".@POTUS presents the Medal of Honor to Pauline Conner, widow of 1st Lt. Garlin Murl Conner. https://t.co/wQVVkvWWsb https://t.co/DAiLGSndyf",34,@foxnews
334,0.743,2018-06-26 19:59:29+00:00,0.741,0.0,0.259,".@POTUS on Medal of Honor recipient Garlin Murl Conner: ""As bullets flew all around him, Lt. Conner directed artill… https://t.co/MShdzAiMYu",35,@foxnews
335,0.67,2018-06-26 19:58:10+00:00,0.784,0.0,0.216,".@POTUS: ""Lt. Garlin Murl Conner was indeed a giant in his daring, in his devotion, in his duty. He was larger than… https://t.co/gnt3UIWdEQ",36,@foxnews
336,0.402,2018-06-26 19:46:59+00:00,0.669,0.12,0.211,".@POTUS on Medal of Honor recipient 1st LT Garlin Murl Conner: ""Although he died 20 years ago today, he takes his r… https://t.co/wRXy1YOreh",37,@foxnews
337,0.743,2018-06-26 19:40:49+00:00,0.717,0.0,0.283,".@POTUS presents the Medal of Honor to Pauline Conner, widow of 1st LT Garlin Murl Conner. https://t.co/nPFamuw1qD https://t.co/Tg0i7T8SvW",38,@foxnews
338,0.0,2018-06-26 19:38:30+00:00,1.0,0.0,0.0,Blacktip shark mysteriously appears in Texas neighborhood. https://t.co/ZaRspCIaMA,39,@foxnews
339,0.494,2018-06-26 19:33:08+00:00,0.513,0.154,0.333,OPINION: Supreme Court Trump travel ban decision is an important victory for our national security. https://t.co/SUjhrpckOI,40,@foxnews
340,0.0,2018-06-26 19:17:00+00:00,1.0,0.0,0.0,Democratic candidates revolt against Pelosi in House races across the country. https://t.co/TZTpc9PsRd,41,@foxnews
341,-0.273,2018-06-26 19:11:19+00:00,0.896,0.104,0.0,JUST IN: 17 states and D.C. are suing the Trump administration over separation of families at the border.… https://t.co/8awYZL2ld9,42,@foxnews
342,0.0,2018-06-26 19:05:00+00:00,1.0,0.0,0.0,"Hackers are selling babies' personal data on the Dark Web.
https://t.co/kAXbrXX2mn",43,@foxnews
343,0.511,2018-06-26 19:00:03+00:00,0.82,0.0,0.18,Rescue boat carrying hundreds of migrants allowed to dock in Malta after standoff with Italy https://t.co/HiT12hAVAx,44,@foxnews
344,-0.361,2018-06-26 18:55:00+00:00,0.582,0.275,0.143,North Carolina firefighters help family struggling to fill pool by using fire hose https://t.co/14cGBcqibn,45,@foxnews
345,0.727,2018-06-26 18:50:00+00:00,0.567,0.0,0.433,"Good Samaritan, police save would-be jumper from Wisconsin overpass https://t.co/oecm84bQJ6",46,@foxnews
346,0.527,2018-06-26 18:43:26+00:00,0.459,0.184,0.357,Chief Justice Roberts on Supreme Court travel ban ruling @dailybriefing https://t.co/YJoYrCncJe https://t.co/ZysXFysi7g,47,@foxnews
347,0.0,2018-06-26 18:40:00+00:00,1.0,0.0,0.0,David Lynch pens letter to Trump: 'It's not too late to turn the ship around' https://t.co/IJofeAeYbC,48,@foxnews
348,0.816,2018-06-26 18:35:42+00:00,0.623,0.0,0.377,"”I think most Americans would like increased border security.”

@LindseyGrahamSC reacts to the Supreme Court travel… https://t.co/PapGSz9OS3",49,@foxnews
349,0.557,2018-06-26 18:21:15+00:00,0.825,0.0,0.175,"OPINION: Supreme Court NIFLA decision is major victory for pro-life groups and women, vindication for First Amendme… https://t.co/teV9Elhpx9",50,@foxnews
350,0.494,2018-06-26 18:16:28+00:00,0.824,0.0,0.176,.@POTUS admin bids to save coal plant by forcing Arizona utility to buy its power https://t.co/6SwGkLQpyA,51,@foxnews
351,-0.494,2018-06-26 17:51:36+00:00,0.878,0.122,0.0,"RT @FoxBusiness: .@POTUS: ""We're the bank. We're the bank that everybody wants to steal from and plunder. And it can't be that way anymore.…",52,@foxnews
352,0.598,2018-06-26 17:51:26+00:00,0.698,0.0,0.302,"RT @FoxBusiness: .@POTUS: ""Tariffs can be a very positive thing."" https://t.co/tMKPay5m7S",53,@foxnews
353,0.0,2018-06-26 17:50:00+00:00,1.0,0.0,0.0,"'Cowards' placed boy, 7, underwater in bathtub as parents watch during home invasion, sheriff says (via @travfed) https://t.co/sDMPUSjZS1",54,@foxnews
354,0.34,2018-06-26 17:43:58+00:00,0.579,0.161,0.26,.@POTUS to present Medal of Honor to widow of World War II veteran Garlin Murl Conner https://t.co/7rh24QU5XA,55,@foxnews
355,0.7,2018-06-26 17:38:52+00:00,0.691,0.0,0.309,"Veteran, fiancée win 'dream wedding' in auction after couple calls it quits (via @JaninePuhak) https://t.co/xK5K2D4fCX",56,@foxnews
356,0.153,2018-06-26 17:37:33+00:00,0.89,0.0,0.11,.@POTUS: “I want people to come into our country because our country is doing so well… We need workers. So I want p… https://t.co/c8mVTx0w7f,57,@foxnews
357,0.0,2018-06-26 17:27:00+00:00,1.0,0.0,0.0,.@POTUS: “We need the border wall.” https://t.co/vC0LlK3xuU,58,@foxnews
358,-0.178,2018-06-26 17:26:19+00:00,0.615,0.21,0.174,OPINION: @TomFitton: Maxine Waters should be investigated for encouraging violence against Trump officials https://t.co/JrhylQtKtZ,59,@foxnews
359,-0.625,2018-06-26 17:25:00+00:00,0.76,0.24,0.0,.@POTUS: “We have the worst immigration laws in the history of the world.” https://t.co/wWlzhkhkJ6,60,@foxnews
360,0.0,2018-06-26 17:10:50+00:00,1.0,0.0,0.0,.@POTUS: “We’ve started the wall.” https://t.co/UCHxxcdbDg,61,@foxnews
361,0.637,2018-06-26 17:07:32+00:00,0.755,0.0,0.245,".@POTUS: “I will always be defending the sovereignty, the safety and the security of the American people.” https://t.co/TwwTwQ82BT",62,@foxnews
362,0.807,2018-06-26 17:07:09+00:00,0.657,0.0,0.343,".@POTUS: “Today’s Supreme Court ruling, just coming out, a tremendous success, a tremendous victory for the America… https://t.co/quDe6Li9Na",63,@foxnews
363,0.0,2018-06-26 17:02:48+00:00,0.581,0.209,0.209,.@POTUS delivers remarks after the Supreme Court upholds the travel ban. https://t.co/jI7FsRRhLR,64,@foxnews
364,0.557,2018-06-26 17:02:04+00:00,0.816,0.0,0.184,"Earlier, Attorney General Jeff Sessions released a statement about the Supreme Court upholding the Trump travel ban… https://t.co/B5yJbpMZ6u",65,@foxnews
365,-0.077,2018-06-26 16:51:45+00:00,0.667,0.178,0.156,Philippine President Rodrigo Duterte under fire after calling God ‘stupid’ https://t.co/rCiyrVExQy,66,@foxnews
366,0.0,2018-06-26 16:46:30+00:00,1.0,0.0,0.0,Oklahoma Democrat caught removing congressional opponent's campaign signs ahead of primary https://t.co/nHp31SDGka,67,@foxnews
367,-0.422,2018-06-26 16:35:45+00:00,0.423,0.387,0.19,"Netherlands approves limited ban on Islamic veils, robes https://t.co/8MhXfm4w4r",68,@foxnews
368,0.0,2018-06-26 16:24:28+00:00,0.625,0.188,0.188,Expecting remarks from President @realDonaldTrump after Supreme Court votes to uphold travel ban https://t.co/b3uGCNRxJ3,69,@foxnews
369,-0.637,2018-06-26 16:22:06+00:00,0.729,0.271,0.0,"Veteran protesting treatment by VA sets himself on fire near Georgia State Capitol, police say https://t.co/uXfVtUPFj4",70,@foxnews
370,-0.34,2018-06-26 16:06:24+00:00,0.888,0.112,0.0,Firefighters salute as a van carrying the body of Long Beach Fire Capt. Dave Rosa passes them during a procession o… https://t.co/h2ARS1V3MF,71,@foxnews
371,0.0,2018-06-26 16:03:02+00:00,0.69,0.155,0.155,"Moments ago, @SenSchumer released a statement about the Supreme Court upholding the Trump travel ban on some Muslim… https://t.co/x6RzfGDPmP",72,@foxnews
372,0.052,2018-06-26 15:56:41+00:00,0.575,0.207,0.218,".@JudgeNap on SCOTUS Upholding Travel Ban: 'Ringing, Uncompromising' Win for Trump https://t.co/4uchKJLso1",73,@foxnews
373,0.67,2018-06-26 15:52:41+00:00,0.703,0.0,0.297,"RT @FoxBusiness: Australia’s richest person to invest $2B in US, create 5,000 high-paying jobs https://t.co/w4SLboxWMp",74,@foxnews
374,0.0,2018-06-26 15:52:33+00:00,1.0,0.0,0.0,"RT @FoxBusiness: American money flowing back into America
https://t.co/Qz66Xm0jCj",75,@foxnews
375,0.557,2018-06-26 15:52:23+00:00,0.816,0.0,0.184,"Moments ago, the White House released a statement from President @realDonaldTrump about the U.S. Supreme Court upho… https://t.co/oTlodkUzm8",76,@foxnews
376,0.557,2018-06-26 15:37:07+00:00,0.66,0.0,0.34,.@POTUS statement on Supreme Court ruling https://t.co/YJoYrCncJe https://t.co/u92IucAiyO,77,@foxnews
377,0.0,2018-06-26 15:27:51+00:00,0.526,0.237,0.237,Supreme Court upholds travel ban; @ShannonBream reports https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/nPgnItqZuk,78,@foxnews
378,-0.052,2018-06-26 15:21:28+00:00,0.577,0.24,0.183,"JUST IN: Reality Winner, former NSA contractor who’s accused of leaking documents, pleaded guilty https://t.co/oiQ23zPF3c",79,@foxnews
379,0.557,2018-06-26 15:17:34+00:00,0.783,0.0,0.217,".@Judgenap: “The trial courts are bound by the Supreme Court’s ruling today."" https://t.co/YJoYrCncJe… https://t.co/4BjaB5mcO6",80,@foxnews
380,0.0,2018-06-26 15:11:54+00:00,1.0,0.0,0.0,.@Judgenap: “If a person believes that they should not be subject to the order…you can make an application to an ap… https://t.co/QCid1PBh0e,81,@foxnews
381,0.0,2018-06-26 15:06:57+00:00,1.0,0.0,0.0,.@Judgenap: “Executive orders signed by Donald Trump and any subsequent president will be interpreted only on the b… https://t.co/6O7MRhl8hw,82,@foxnews
382,0.0,2018-06-26 15:01:12+00:00,0.581,0.209,0.209,.@Judgenap reacts to Supreme Court ruling on travel ban https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/4XvwSzBbN6,83,@foxnews
383,-0.477,2018-06-26 14:58:13+00:00,0.541,0.324,0.135,.@POTUS travel ban: Timeline of a legal journey https://t.co/LtKm2Lur4i,84,@foxnews
384,0.0,2018-06-26 14:55:45+00:00,0.69,0.155,0.155,"Moments ago, Rep. @keithellison released a statement about the Supreme Court upholding the Trump travel ban on some… https://t.co/f8OYb5oXvx",85,@foxnews
385,0.0,2018-06-26 14:44:52+00:00,1.0,0.0,0.0,.@CHueyBurns on @POTUS: “I’m wondering if he will even try to go further with this.” https://t.co/YJoYrCncJe… https://t.co/Fo4rGFOQpx,86,@foxnews
386,0.0,2018-06-26 14:39:21+00:00,0.604,0.198,0.198,Marie Harf reacts to Supreme Court ruling on travel ban https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/46wiVXOd61,87,@foxnews
387,0.0,2018-06-26 14:34:11+00:00,0.526,0.237,0.237,Supreme Court rules 5-4 to uphold travel ban https://t.co/YJoYrCncJe https://t.co/1skpyr6dqs,88,@foxnews
388,0.0,2018-06-26 14:33:05+00:00,0.41,0.295,0.295,Supreme Court upholds travel ban https://t.co/YJoYrCncJe https://t.co/OxVsnwO6SI,89,@foxnews
389,0.0,2018-06-26 14:24:56+00:00,0.644,0.178,0.178,BREAKING NEWS: U.S. Supreme Court upholds President Trump’s travel ban on five Muslim-majority countries. https://t.co/8zpaE2VO4h,90,@foxnews
390,0.477,2018-06-26 14:20:01+00:00,0.86,0.0,0.14,.@RepDeSantis: “I’m proud to be leading an effort with a few of my colleagues to censure her in the House.”… https://t.co/TPzNoboYeo,91,@foxnews
391,0.052,2018-06-26 14:18:23+00:00,0.373,0.269,0.358,Supreme Court reaches decision on travel ban https://t.co/Lg6pYvPLhi,92,@foxnews
392,0.026,2018-06-26 14:13:04+00:00,0.422,0.287,0.291,Breaking News: Supreme Court rules for crisis pregnancy centers in free speech dispute https://t.co/yAeVB0c6E2,93,@foxnews
393,0.44,2018-06-26 13:55:55+00:00,0.828,0.0,0.172,It 'Has to Stop': @AntonioSabatoJr Says He Was Blacklisted by Hollywood for Supporting #Trump https://t.co/XVHgFfo2Zb,94,@foxnews
394,0.0,2018-06-26 13:33:02+00:00,1.0,0.0,0.0,U.S. Border Agents Halt Immigrant Family Prosecutions; @BryanLlenas reports https://t.co/3zAnjUGL02,95,@foxnews
395,0.625,2018-06-26 13:21:26+00:00,0.76,0.0,0.24,".@henrymcmaster: ""[@POTUS has] turned the whole world around, he's making America great again."" https://t.co/CPs6vyfjYu",96,@foxnews
396,-0.904,2018-06-26 13:18:15+00:00,0.516,0.484,0.0,"Vietnam veteran, New York state deputy arrest man accused of stealing dog tags from war memorial https://t.co/1QajtAWLHY",97,@foxnews
397,0.0,2018-06-26 13:01:45+00:00,1.0,0.0,0.0,NBA legend Oscar Robertson asks 'where are the white athletes?' when injustices are happening https://t.co/ERS9ikNWbb,98,@foxnews
398,0.0,2018-06-26 12:55:29+00:00,1.0,0.0,0.0,Iguana drama: Viral video shows dueling lizards in Starbucks parking lot https://t.co/BWaqFsAZhO,99,@foxnews
399,0.226,2018-06-26 12:40:05+00:00,0.888,0.0,0.112,"'Jurassic World' star Chris Pratt surprises police, shows up at fundraiser at California movie theater https://t.co/f0TGkF2Bec",100,@foxnews
400,0.0,2018-06-27 00:00:06+00:00,1.0,0.0,0.0,"Kevin Moore, a black firefighter in Oakland, has had the following happen to him while on duty in recent weeks: Res… https://t.co/nMHWUjWyZV",1,@nytimes
401,0.0,2018-06-26 23:47:06+00:00,1.0,0.0,0.0,"South Carolina primary runoff election live results
https://t.co/lZkuM0HmEi",2,@nytimes
402,0.0,2018-06-26 23:41:43+00:00,1.0,0.0,0.0,"RT @nytgraphics: Live results for elections in 7 states:

New York https://t.co/hra5Ctq5eO
Colorado https://t.co/4Ym66gWYJL
Maryland https:…",3,@nytimes
403,0.0,2018-06-26 23:32:04+00:00,1.0,0.0,0.0,General Electric is bidding farewell to its days as a conglomerate. Its CEO is radically reshaping it into a “simpl… https://t.co/bY7OhDHWbZ,4,@nytimes
404,-0.422,2018-06-26 23:17:03+00:00,0.887,0.113,0.0,RT @nytpolitics: “What we’re seeing here is the standard process of Trump launching a series of lies into our media ecosystem and then watc…,5,@nytimes
405,0.0,2018-06-26 23:02:07+00:00,1.0,0.0,0.0,"There's a lot of trash in the ocean these days. But which of these items is most frequently found on beaches?
• Str… https://t.co/c9S1j3u8TK",6,@nytimes
406,0.0,2018-06-26 22:47:01+00:00,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/oGWjTEu9lT,7,@nytimes
407,-0.36,2018-06-26 22:32:02+00:00,0.828,0.172,0.0,“We have a Haring!” A Keith Haring mural comes out of hiding in Amsterdam. https://t.co/6j5TSmeoWf,8,@nytimes
408,-0.71,2018-06-26 22:17:03+00:00,0.763,0.237,0.0,"Senator Rand Paul has sued a neighbor who attacked him in his front yard last year, seeking damages to compensate f… https://t.co/TGaSv1AWs4",9,@nytimes
409,-0.382,2018-06-26 22:02:03+00:00,0.708,0.184,0.108,A famed consulting firm. A huge contract. We examine the roots of McKinsey’s disastrous gamble in South Africa. https://t.co/HXu56lhe3X,10,@nytimes
410,0.318,2018-06-26 21:47:03+00:00,0.788,0.079,0.133,RT @NYTMetro: Public housing successfully endured New York City’s most turbulent eras. We combed through our photo archives for forgotten i…,11,@nytimes
411,0.0,2018-06-26 21:33:37+00:00,1.0,0.0,0.0,.@NYTSports Editor Jason Stallman scored 51.8% ... seems beatable.,12,@nytimes
412,-0.296,2018-06-26 21:31:42+00:00,0.905,0.095,0.0,Something missing here? We removed the ⚽️s from these World Cup photos. See if you can guess where they once were.… https://t.co/lQ8dqEbLFc,13,@nytimes
413,-0.625,2018-06-26 21:20:08+00:00,0.823,0.177,0.0,"Remember the ""ecce homo"" painting in Spain that was called one of the worst restoration projects in modern history?… https://t.co/T4fU3CJI4L",14,@nytimes
414,0.625,2018-06-26 21:10:06+00:00,0.569,0.125,0.306,"Lindsay Lohan says she's in a better place now. ""I’m a normal, nice person. A good person. I don’t have any bad int… https://t.co/okC0kcCgu1",15,@nytimes
415,0.202,2018-06-26 20:55:02+00:00,0.685,0.121,0.194,"RT @UpshotNYT: We were looking for a fair system that encouraged attacking soccer, with a few constraints about what FIFA could realistical…",16,@nytimes
416,0.0,2018-06-26 20:51:37+00:00,1.0,0.0,0.0,RT @MichaelPaulson: The Secret Life of Sven: How a speechless reindeer is brought to life in Broadway's “Frozen.” https://t.co/mMgHP3aqTg h…,17,@nytimes
417,-0.511,2018-06-26 20:40:08+00:00,0.58,0.29,0.13,Your laptop is probably dirty and gross. It might be time to clean it. https://t.co/19C67OvCaN,18,@nytimes
418,0.34,2018-06-26 20:28:05+00:00,0.746,0.096,0.158,Republicans' hardball tactics to stop President Obama's Supreme Court nominee in 2016 paid off today with rulings o… https://t.co/GLjYVVsqdi,19,@nytimes
419,0.625,2018-06-26 20:18:01+00:00,0.788,0.0,0.212,"We spent 3 days with Kanye West in Wyoming. He was calm, measured, verging on beatific, and also self-aware and wil… https://t.co/9dt7ivi3Wn",20,@nytimes
420,0.0,2018-06-26 20:14:33+00:00,1.0,0.0,0.0,Croatia eliminated Iceland from the World Cup with a 2-1 victory https://t.co/zgSMj2KQN3,21,@nytimes
